Answer,Answer Match,Attempt #,Attempt End,Attempt Start,Bonus?,Difficulty,FirstName,LastName,Org Defined ID,Out Of,Processed,Q #,Q Text,Q Title,Q Type,Score,Section #,Username
"This perspective takes the physical stance, interpreting behavior through mechanical or physical terms, as it suggests that the mind can be quantified.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,12,"Behaviorism was an approach to psychology, mainly popular in the early 20th century, that emphasized that the mind could not be measured, and that psychologists should therefore focus on how stimuli trigger behavior. If you think of this in terms of Daniel Dennet’s stances (or: levels of analysis), which stance did behaviorists adopt, and (briefly) why?",Behaviorism,WR,0,,129
"Kohlberg identified three stages of moral development: Pre-conventional, where children base their moral choices on rewards and punishments; Conventional, where children consider the effects of their decisions on others and whether they align with social norms; and Post-conventional, where individuals evaluate morality based on universal principles and may choose actions that go against social rules if deemed morally justified at a higher level.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,13,"According to Kohlberg, what are three levels of moral development? Very briefly describe each level. (Each level is sometimes split up into two stages. You don’t need to describe these stages.)",Kohlberg’s stages,WR,0,,129
"Once we have learned something, it's difficult not to keep thinking about it and to take it into account later on. In hindsight bias, after knowing the outcome, if we are asked to reassess the likelihood of that outcome, our prior knowledge of the result will affect our judgment because it's challenging to ignore or dismiss the information we have already acquired.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,14,How does learning contribute to hindsight bias?,Hindsight bias and learning,WR,0,,129
Loss aversion refers to people's stronger motivation to avoid losses compared to their desire to achieve gains. Risk aversion describes people's preference for more certain options over uncertain ones that involve the possibility of loss.,,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,15,What is the difference between loss aversion and risk aversion?,Loss and risk aversion,WR,0,,129
"The mechanism of availability and accessibility refers to how frequently repeated statements by politicians become more readily recalled in our minds, and through accessibility, we are able to bring these ideas into our conscious awareness.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,16,"Politicians often keep repeating the same statements over and over again. In addition to the availability heuristic, through which psychological mechanism do they hope to make their message more attractive by frequently repeating it?",Politicians repeating themselves,WR,0,,129
- Limited education - Possessing a lower socioeconomic status - Mental misconceptions - Thinking errors - Characteristics of neuroticism,,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,17,"During the lecture, we reviewed several cognitive and personality factors that contribute to conspiratorial thinking. Can you name three of these factors?",Factors contribution to conspiracy theory,WR,0,,129
"Prospect theory suggests that individuals tend to overvalue small probabilities. The distinction between moderately low probabilities (such as 10%) and very low probabilities (like 0.01%) lies in the decision weight assigned to each. However, overall, both types of probabilities are perceived as more likely than they actually are according to this theory.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,18,"According to prospect theory, do people over- or underestimate low probabilities? And does this differ between merely low probabilities (e.g. 10%) and extremely low probabilities (e.g. 0.01%)?",Prospect theory and probabilities,WR,0,,129
"Impact bias is the tendency for people to exaggerate how they will feel about future events, overestimating both the duration and intensity of their emotions. This bias can discourage individuals from ending relationships because they anticipate feeling extremely sad and miserable for a prolonged period after the breakup.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,19,"What is impact bias? And how could impact bias prevent people from breaking up, even when they are unhappy in their relationship?",Impact bias,WR,0,,129
"- The representativeness heuristic highlights the stated assumption. - The representativeness heuristic is a cognitive shortcut that causes mistakes in reasoning by making people judge an object or person (here, our colleague) based on how closely they resemble the typical example of a category (in this case, fashion models).",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,20,"Imagine that one of your colleagues from the lectures looks like a fashion model. Based on this observation, you assume that he or she probably is a fashion model. Which heuristic underlies this assumption? Briefly explain this heuristic.",Like a fashion model,WR,0,,129
"- Illusory causation is the mistaken belief that one event (event A) directly causes another event (event B), even though this is not the case. - Illusory correlation is the incorrect belief that two events, A and B, are related or move together (such that if one increases, the other does too), when in reality they are not connected.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,21,What is the difference between illusory causation and illusory correlation?,Illusory causation and correlation,WR,0,,129
"Describing this model using System 1 and System 2, moral judgments are not the result of System 2's rational thought processes. Instead, they stem from System 1, as moral decisions arise from intuition and gut feelings. According to this theory, System 1 plays the primary role.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,22,"Although Jonathan Haidt’s social-intuitionist model of moral judgment is not directly phrased in terms of System 1 and System 2, you can easily interpret it that way. According to the social-intuitionist model, what is the role of System 1 and System 2 thinking in moral reasoning? And which System is most dominant according to this model?",System 1 and 2 thinking and social intuitionism,WR,0,,129
"Availability bias occurs because our minds tend to focus on the most readily accessible information about morally outraged behavior, causing us to overestimate how frequently it occurs. Representative bias can also play a role; if we have a mental category of how morally outraged individuals appear and act, seeing someone on social media who fits this category may lead us to assume they are representative of the whole group, which also results in overestimating the prevalence of morally outraged behavior.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,23,"We tend to overestimate how many people are morally outraged based on what we see on social media. Which two biases primarily contribute to this? Describe them, and explain how they work together to cause this overestimation.",Moral outrage,WR,0,,129
"According to illusory framework theories, which refer to common-sense knowledge people use to understand the world, different domains of knowledge apply as follows: in the physical domain, one might describe a T-shirt as dirty and unattractive; in the biological domain, the T-shirt could be seen as harboring bacteria and germs; and in the psychological domain, the T-shirt might be linked to the negative qualities of the person who owns it, which we would prefer not to be associated with ourselves.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,24,One form of magical contagion is when you prefer not to use things that used to belong to someone that you profoundly dislike. How can you explain this in terms of framework theories for different domains of knowledge?,Magical contagion,WR,0,,129
"- A causal model of past events involves identifying the factors that caused a particular event to occur. - Hindsight bias occurs when, after knowing the outcome, the mind attempts to make sense of it by searching for reasons or causes that explain how the outcome came about or what contributed to its occurrence.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,25,"What is a causal model (of past events), and how does it contribute to hindsight bias?",Hindsight bias and causal models,WR,0,,129
"Yes, individuals with major depressive disorder are more likely to experience a negativity bias, leading them to anticipate negative outcomes more intensely and frequently. As a result, they may overestimate the likelihood of something bad happening to them, making their predictions less accurate compared to those without the disorder.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,26,People often make predictions about how likely it is that something bad will happen to them. Does major depressive disorder make people less accurate at making such predictions?,Major depressive disorder,WR,0,,129
"Delusional conspiracy theories include supernatural and spiritual elements, whereas non-delusional theories do not rely on these kinds of explanations.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,27,What distinguishes a delusional conspiracy theory from a non-delusional conspiracy theory?,Delusional conspiracy theories,WR,0,,129
"Loss aversion influences how risk-averse people are based on their desire to avoid losses. When the motivation to avoid losses is strong, individuals tend to be less risk-averse and may even take more risks. Conversely, when loss aversion is low, people are generally more risk-averse.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,28,How does loss aversion affect the degree to which people are risk averse?,Risk aversion,WR,0,,129
"To boost engagement, weekly quizzes on the material covered during the week could be introduced, with passing these quizzes required to qualify for the exam (quizzes could allow unlimited attempts). Another idea to increase involvement is for students to complete an assignment related to a lecture topic they find interesting; this task could be graded on a pass/fail basis and be mandatory for exam participation or, if done well, count for 10% of the exam grade. Starting the lecture with a Kahoot session during the first 10 minutes about the current or previous topic can also enhance student engagement and help them learn the material in an enjoyable way, improving retention.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,29,"Imagine that you are teaching a university course with many students. You would like all the students to actively engage with the material. But you have only limited time and resources, which means for example that you cannot use forms of examination that require personalized (and thus time-intensive) feedback and grading. Based on the knowledge that you gained during this course, how would you approach this? (All answers that reflect serious engagement with this question will receive a point. Therefore, I suggest that you leave this question for the end!)",Incentives,WR,0,,129
"As the reliability of sensory information diminishes, the impact of prior beliefs becomes stronger.",,1,28/10/2024 10:18 AM,28/10/2024 8:30 AM,False,1,First name 129,Last name 129,isis$129,1,1,30,"In the ideal-observer model of perceptual decision making, prior beliefs are combined with sensory evidence to create a perception. That is, what you perceive is a combination of what you expect and the information that reaches your senses. What happens to the influence of prior beliefs on perception when the reliability of sensory information decreases?",Ideal observers,WR,0,,129
The mental shortcut that relies on immediate examples that come to mind when evaluating a topic or decision.,,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,1,"If you quiz yourself while preparing for an exam, you are likely to give incorrect answers when you don’t know the material very well yet. And then you learn by seeing the correct answer. Through which psychological mechanism can these incorrect answers interfere with learning?",Learning,WR,0,,46
"Loss aversion refers to the tendency to give more importance to losses than to gains, meaning that in prospect theory, negative outcomes have a greater impact on your sense of utility than positive ones.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,2,"When expressed in terms of utility in prospect theory, what does loss aversion reflect?",Prospect theory and utilities,WR,0,,46
"The underlying idea in this case is that using something belonging to a person you dislike will result in negative outcomes, as their energy is thought to pass on to you.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,3,One form of magical contagion is when you prefer not to use things that used to belong to someone that you profoundly dislike. How can you explain this in terms of framework theories for different domains of knowledge?,Magical contagion,WR,0,,46
"When you possess a model of an event, the cause-and-effect relationships become clear in your mind, making it challenging to envision alternative possible outcomes.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,4,"What is a causal model (of past events), and how does it contribute to hindsight bias?",Hindsight bias and causal models,WR,0,,46
recency bias,,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,5,"Politicians often keep repeating the same statements over and over again. In addition to the availability heuristic, through which psychological mechanism do they hope to make their message more attractive by frequently repeating it?",Politicians repeating themselves,WR,0,,46
"Yes, because they tend to concentrate more on the negative aspects than most people.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,6,People often make predictions about how likely it is that something bad will happen to them. Does major depressive disorder make people less accurate at making such predictions?,Major depressive disorder,WR,0,,46
"Expected value theory focuses on monetary outcomes, while expected utility theory encompasses a wider range of considerations and includes a greater sensitivity to losses.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,7,What are the two main differences between expected value theory and expected utility theory?,Value and utility,WR,0,,46
"Loss aversion refers to the tendency for individuals to give greater importance to losses than to gains, so someone who is highly loss averse will also tend to avoid risk.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,8,How does loss aversion affect the degree to which people are risk averse?,Risk aversion,WR,0,,46
"Sure, please provide the text you'd like me to rephrase.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,9,"Behaviorism was an approach to psychology, mainly popular in the early 20th century, that emphasized that the mind could not be measured, and that psychologists should therefore focus on how stimuli trigger behavior. If you think of this in terms of Daniel Dennet’s stances (or: levels of analysis), which stance did behaviorists adopt, and (briefly) why?",Behaviorism,WR,0,,46
"The impact of prior beliefs becomes stronger because you have numerous memories of what something usually looks like, and when sensory information becomes less reliable, your brain automatically relies on these memories of how things typically appear. Therefore, when there is conflicting information, prior beliefs tend to dominate.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,10,"In the ideal-observer model of perceptual decision making, prior beliefs are combined with sensory evidence to create a perception. That is, what you perceive is a combination of what you expect and the information that reaches your senses. What happens to the influence of prior beliefs on perception when the reliability of sensory information decreases?",Ideal observers,WR,0,,46
"Student assistants can support the teacher by providing feedback and grading assignments based on a rubric created by the teacher. While developing these rubrics may require some time upfront, the long-term advantages will be beneficial if the course continues.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,11,"Imagine that you are teaching a university course with many students. You would like all the students to actively engage with the material. But you have only limited time and resources, which means for example that you cannot use forms of examination that require personalized (and thus time-intensive) feedback and grading. Based on the knowledge that you gained during this course, how would you approach this? (All answers that reflect serious engagement with this question will receive a point. Therefore, I suggest that you leave this question for the end!)",Incentives,WR,0,,46
"A delusional conspiracy does not need to be grounded in facts, and when evidence disproves it, that evidence is examined rather than ignored; claims that such evidence is part of the theory—and therefore invalid—are incorrect. In contrast, a non-delusional theory is supported by facts and evidence.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,12,What distinguishes a delusional conspiracy theory from a non-delusional conspiracy theory?,Delusional conspiracy theories,WR,0,,46
Availability heuristic: information that is easy to recall is more quickly linked in your mind. Representative heuristic:,,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,13,"To judge whether event A causes event B, or merely correlates with event B, we make use of five heuristics, as described in the lecture. What are these heuristics? Provide a very brief explanation of each, illustrating how they apply to events A and B in your explanation.",Causality,WR,0,,46
Preconventional: you act based on following a rule. Conventional: you act because you think it is the correct or appropriate thing to do. ...: you act after carefully reasoning and deciding that it is the best or most justified choice.,,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,14,"According to Kohlberg, what are three levels of moral development? Very briefly describe each level. (Each level is sometimes split up into two stages. You don’t need to describe these stages.)",Kohlberg’s stages,WR,0,,46
"Negativity bias means that people tend to pay more attention to negative aspects of something. Confirmation bias refers to the tendency of people to seek out information that supports their existing beliefs. On social media, unusual or negative content often gets highlighted and makes the headlines. Additionally, people rarely look for morally positive information, so they continue to encounter content that reinforces their current views.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,15,"We tend to overestimate how many people are morally outraged based on what we see on social media. Which two biases primarily contribute to this? Describe them, and explain how they work together to cause this overestimation.",Moral outrage,WR,0,,46
"Schema: The Dutch healthcare system is established by the government, with little input from the public. Script: The way to act at a birthday party is shaped culturally by the Dutch people and is not governed by official regulations.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,16,"When people apply for Dutch nationality or a Dutch residence permit, they need to complete a test of Dutch culture as part of the so-called inburgeringsexamen. As part of this test, people are supposed to understand how the Dutch healthcare system works, and how to ‘properly’ behave at a birthday party. Which of these two examples is a schema, and which is a script, and (briefly) why?",Schemas and scripts,WR,0,,46
"They tend to underestimate low probabilities, particularly those that are extremely small, as some individuals might claim the chance is zero, which is never true. However, people generally do not consider just low probabilities to be zero.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,17,"According to prospect theory, do people over- or underestimate low probabilities? And does this differ between merely low probabilities (e.g. 10%) and extremely low probabilities (e.g. 0.01%)?",Prospect theory and probabilities,WR,0,,46
"Loss aversion refers to the tendency for individuals to consider losses as more significant than gains, while risk aversion is the preference to avoid taking risks.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,18,What is the difference between loss aversion and risk aversion?,Loss and risk aversion,WR,0,,46
"System 1 thinking is intuitive and driven by emotions, while System 2 thinking is logical and grounded in facts and reasoning. System 2 tends to be more dominant.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,19,"Although Jonathan Haidt’s social-intuitionist model of moral judgment is not directly phrased in terms of System 1 and System 2, you can easily interpret it that way. According to the social-intuitionist model, what is the role of System 1 and System 2 thinking in moral reasoning? And which System is most dominant according to this model?",System 1 and 2 thinking and social intuitionism,WR,0,,46
"Once you acquire new knowledge, it cannot be taken back, and it becomes challenging to evaluate a situation without considering what you've learned.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,20,How does learning contribute to hindsight bias?,Hindsight bias and learning,WR,0,,46
"Impact bias refers to the tendency of individuals to overestimate how negatively they will feel about certain outcomes. In this situation, people believe they will be deeply heartbroken and upset if their relationship ends, even though they are already unhappy in the relationship.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,21,"What is impact bias? And how could impact bias prevent people from breaking up, even when they are unhappy in their relationship?",Impact bias,WR,0,,46
"Illusory causation is the mistaken belief that one event directly causes another, while illusory correlation is the false perception that there is a relationship between two events.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,22,What is the difference between illusory causation and illusory correlation?,Illusory causation and correlation,WR,0,,46
Sure! Please provide the text you'd like me to rephrase.,,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,23,"What are the four models of choice, value, and utility that we considered in the lecture? Very briefly explain each model.","Models of choice, value, and utility",WR,0,,46
x,,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,24,"Evolutionary psychology, sometimes also called functionalism, is an approach to psychology that considers psychological processes from the perspective of their usefulness in evolutionary terms. For example, ingroup favoritism (our tendency to prefer people from our own group) would be beneficial because it stimulates the emergence of protective communities. If you think of this in terms of Daniel Dennet’s stances (or: levels of analysis), which stance do evolutionary psychologists adopt, and (briefly) why?",Evolutionary psychology,WR,0,,46
"Anchoring refers to the tendency to adjust your result based on the initial information you receive. The primacy effect means that the first thing you learn or observe is the most likely to be remembered. In both cases, the emphasis is on the initial information people encounter.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,25,"What is anchoring, and what is the primacy effect? And what do they have in common?",Anchoring and primacy,WR,0,,46
"Affective forecasting means making decisions about the future based on your current feelings. In end-of-life choices, you might decide now to opt for euthanasia if you can no longer tend to your garden, but when the time comes and you truly can't garden anymore, you might still want to live because you've discovered other sources of happiness.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,26,"What is affective forecasting, and why is it important to consider it in end-of-life decisions?",Affective forecasting,WR,0,,46
Representative heuristic --> You make an assumption about something based on your perception that it fits within a certain group.,,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,27,"Imagine that one of your colleagues from the lectures looks like a fashion model. Based on this observation, you assume that he or she probably is a fashion model. Which heuristic underlies this assumption? Briefly explain this heuristic.",Like a fashion model,WR,0,,46
"Conditioning is a type of learning involving associations. In classical conditioning, you learn that one event predicts another (for example, the bell rings, so food will follow). In operant conditioning, you learn that a specific action will result in a positive or negative outcome.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,28,What is conditioning? And what is the difference between classical and operant conditioning?,Conditioning,WR,0,,46
"Maximizing involves selecting the optimal choice, while satisficing means picking an option that meets an acceptable standard. Neuroticism is linked to maximizing.",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,29,"Briefly describe the maximizing and satisficing decision styles. If someone scores high on the neuroticism personality trait, which decision style is he or she most likely to adopt?",Decision styles,WR,0,,46
"academic category, political viewpoint, and insular region",,1,28/10/2024 9:46 AM,28/10/2024 8:30 AM,False,1,First name 46,Last name 46,isis$46,1,1,30,"During the lecture, we reviewed several cognitive and personality factors that contribute to conspiratorial thinking. Can you name three of these factors?",Factors contribution to conspiracy theory,WR,0,,46
1. Het opmerken van patronen in situaties waarin meestal geen patronen worden waargenomen. 2. Het hebben van narcistische eigenschappen. 3. Het aannemen van eenvoudige verklaringen voor zeer ingewikkelde kwesties.,,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,1,"During the lecture, we reviewed several cognitive and personality factors that contribute to conspiratorial thinking. Can you name three of these factors?",Factors contribution to conspiracy theory,WR,0,,121
"Affective forecasting verwijst naar het voorspellen van je toekomstige mentale toestand. Dit is relevant bij beslissingen aan het einde van het leven, omdat mensen vaak verwachten zich slechter te voelen in de toekomst dan ze zich daadwerkelijk voelen wanneer dat moment aanbreekt. Zo kan iemand bijvoorbeeld aangeven euthanasie te willen wanneer hij ernstig ziek is, terwijl hij dat uiteindelijk niet wil wanneer hij echt zo ziek is, maar dit niet meer kan uiten.",,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,2,"What is affective forecasting, and why is it important to consider it in end-of-life decisions?",Affective forecasting,WR,0,,121
"Volgens deze theorie neigen mensen ertoe om lage kansen, zoals 10%, te overschatten. Alleen bij uiterst kleine kansen, bijvoorbeeld 0,01%, denken mensen dat het vrijwel onmogelijk is, waardoor ze de kans juist onderschatten.",,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,3,"According to prospect theory, do people over- or underestimate low probabilities? And does this differ between merely low probabilities (e.g. 10%) and extremely low probabilities (e.g. 0.01%)?",Prospect theory and probabilities,WR,0,,121
Mensen ervaren verlies als nadrukkelijker en negatiever dan een winst van gelijke omvang als positief wordt ervaren. Het gevoel van verlies is dus subjectief sterker dan de werkelijke omvang ervan doet vermoeden.,,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,4,"When expressed in terms of utility in prospect theory, what does loss aversion reflect?",Prospect theory and utilities,WR,0,,121
"Bij illusory causation nemen mensen ten onrechte aan dat er een oorzakelijk verband bestaat, terwijl dat niet het geval is. Bij illusory correlation geloven mensen dat er een correlatie is, hoewel deze in werkelijkheid ontbreekt.",,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,5,What is the difference between illusory causation and illusory correlation?,Illusory causation and correlation,WR,0,,121
"1. Verwachtingswaarde theorie: een normatief model dat keuzes tussen opties behandelt en alleen rekening houdt met monetaire waardes. 2. Verwachte nutstheorie: een normatief model vergelijkbaar met de verwachtingswaarde theorie, maar deze houdt ook rekening met nut, dat subjectief kan zijn. 3. Multi-attribuut nutstheorie: een normatief model dat lijkt op de verwachte nutstheorie, maar waarbij meerdere attributen elk een eigen nut krijgen toegewezen. 4. Prospect theorie: een gedragsmodel gebaseerd op de verwachte nutstheorie, dat daarnaast ook biases en heuristieken in beschouwing neemt.",,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,6,"What are the four models of choice, value, and utility that we considered in the lecture? Very briefly explain each model.","Models of choice, value, and utility",WR,0,,121
"De fysieke of mechanische benadering richt zich uitsluitend op het gedrag van mensen, zonder rekening te houden met hun intenties.",,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,7,"Behaviorism was an approach to psychology, mainly popular in the early 20th century, that emphasized that the mind could not be measured, and that psychologists should therefore focus on how stimuli trigger behavior. If you think of this in terms of Daniel Dennet’s stances (or: levels of analysis), which stance did behaviorists adopt, and (briefly) why?",Behaviorism,WR,0,,121
Conditionering is het leerproces waarbij je verbanden legt tussen prikkels. Bij klassieke conditionering leer je twee stimuli met elkaar te verbinden doordat ze tegelijkertijd of kort na elkaar optreden. Operante conditionering houdt in dat je leert dat een bepaalde handeling kan leiden tot een beloning of een straf.,,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,8,What is conditioning? And what is the difference between classical and operant conditioning?,Conditioning,WR,0,,121
Een bijgeloof kan ontstaan wanneer je een raamwerk (een algemene en logische benadering om naar een bepaald gebied te kijken) uit het ene domein samenvoegt met een ander domein.,,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,9,One form of magical contagion is when you prefer not to use things that used to belong to someone that you profoundly dislike. How can you explain this in terms of framework theories for different domains of knowledge?,Magical contagion,WR,0,,121
De impact wordt daardoor sterker.,,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,10,"In the ideal-observer model of perceptual decision making, prior beliefs are combined with sensory evidence to create a perception. That is, what you perceive is a combination of what you expect and the information that reaches your senses. What happens to the influence of prior beliefs on perception when the reliability of sensory information decreases?",Ideal observers,WR,0,,121
"Ik vind het een prima idee om AI te integreren. Wel begrijp ik dat sommige studenten zich wellicht zorgen maken over mogelijke negatieve gevolgen voor hun cijfers. Deze zorgen kunnen voortkomen uit een overschatting van de impact van AI, zoals door impact bias. Daarom lijkt het me verstandig om volgend jaar aan de studenten te laten weten dat alles dit jaar goed is verlopen, zodat ze gerustgesteld worden en inzien dat het geen nadelig effect zal hebben.",,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,11,"Imagine that you are teaching a university course with many students. You would like all the students to actively engage with the material. But you have only limited time and resources, which means for example that you cannot use forms of examination that require personalized (and thus time-intensive) feedback and grading. Based on the knowledge that you gained during this course, how would you approach this? (All answers that reflect serious engagement with this question will receive a point. Therefore, I suggest that you leave this question for the end!)",Incentives,WR,0,,121
"Nee, mensen met een depressieve stoornis zijn niet minder precies in hun voorspellingen. Gewoonlijk onderschatten mensen de kans dat er iets slechts met hen gebeurt. Mensen met een ernstige depressieve stoornis doen dit niet, waardoor hun inschatting juist accurater is.",,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,12,People often make predictions about how likely it is that something bad will happen to them. Does major depressive disorder make people less accurate at making such predictions?,Major depressive disorder,WR,0,,121
Het herhaaldelijk aanbieden van iets zorgt ervoor dat mensen het sneller aannemen en gemakkelijker onthouden.,,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,13,"Politicians often keep repeating the same statements over and over again. In addition to the availability heuristic, through which psychological mechanism do they hope to make their message more attractive by frequently repeating it?",Politicians repeating themselves,WR,0,,121
"Een delusie is een irrationele overtuiging die niet wordt geaccepteerd binnen de cultuur. Als de meeste mensen in jouw cultuur of omgeving in een complottheorie geloven, wordt dit niet als een delusie beschouwd.",,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,14,What distinguishes a delusional conspiracy theory from a non-delusional conspiracy theory?,Delusional conspiracy theories,WR,0,,121
"Verliesaversie betekent dat mensen het ervaren van verlies als vervelender ervaren dan het plezier dat ze halen uit een winst van dezelfde grootte. Hierdoor zijn mensen bereid meer risico te nemen om een verlies te vermijden, waardoor ze minder risico-avers worden.",,1,28/10/2024 9:57 AM,28/10/2024 8:31 AM,False,1,First name 121,Last name 121,isis$121,1,1,15,How does loss aversion affect the degree to which people are risk averse?,Risk aversion,WR,0,,121
